caseId,currentMessage,context,historicalResponse,goldIntent
golden-079,@AmazonHelp Been trying to get in touch 180030009009... Multiple times but to no avail. Kindly connect with me at registered number in records.,"CUSTOMER: @115850 - delivery received today for order id- 4__credit_card__, open box used product sent by amazon. Product returned to del. person https://t.co/tnZsYMMg7I | SUPPORT: @171311 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN | SUPPORT: @171311 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN",@171311 Apologies for not getting connected via phone. You may connect using chat or email and report the same. ^SB,OTHER / UNCLEAR
golden-080,@AmazonHelp There is no order and I’ve paid for these and wasted time do I will have them today or prosecute,"CUSTOMER: @115830 oh what a surprise amazon have failed to deliver not one but two items . Why am I paying for prime again? And why do you say | CUSTOMER: @115830 They aren’t in stock when you are letting people order the, still as they say in stock on website? Lying thieves is why | SUPPORT: @190939 (2/2) you had a chance to call or chat us explore available options with you: https://t.co/JzP7hlA23B? Please keep us posted. ^MV | SUPPORT: @190939 I'm sorry you haven't received the items you ordered! To confirm, have we missed the e-mailed delivery date? If so, have (1/2) ^MV | CUSTOMER: @AmazonHelp Of course you’ve missed it - that’s how you work and after 20 minutes on live chat you’ve still done nothing - do you take training in | CUSTOMER: @AmazonHelp Being completely inept? | CUSTOMER: @AmazonHelp I want my items now or they will be trouble | SUPPORT: @190939 Sorry about the delay with the order. Is there any delivery date showing on the order?^CD | CUSTOMER: @AmazonHelp Yes it said today - are you not listening? | CUSTOMER: @AmazonHelp Your online robot said I wouldn’t get them until late November even though I could order now and get them straight away | CUSTOMER: @AmazonHelp Lies lies lies - why lie to people? Do you think we are stupid? | SUPPORT: @190939 Please go by the delivery date advised on the order or you can cancel if you do not wish to wait for the delivery date.^CD",@190939 Did you receive an order confirmation email? What is the delivery date in it? ^AT,Order Issue
golden-081,"@115850 Amazon Pay is a cheating program. Money has been collected from my home over a week ago. It is yet to reflect in my account. 6 complaints raised. Getting only false promises of resolution within 24 hours. However, nothing changes.","CUSTOMER: Manage your change hassle-free. With Cash at Doorstep, you can request the Amazon delivery agent to load the remaining change from your cash on delivery payment into your Amazon Pay Balance. Know more at https://t.co/ofDcU7Oc7S https://t.co/yJ2cLgvveL | CUSTOMER: @115850 Daily app contest ka kuch nehi dete ho tum log,feku ho tum log | SUPPORT: @282023 You could check all the list of winners in this list here https://t.co/ORXACVbWJD. ^VM | CUSTOMER: @115850 कल सभी Products पर big discounts offers होगी ?  #BlackFriday | SUPPORT: @206816 You can view the deals and offers available for Black Friday here:https://t.co/1idabaJ2jB ^EM",@288168 We have responded to you via DM. Please check. ^HS,Payment & Charges
golden-082,"Still waiting at the doctors, it’s been 1hr &amp; 5 minutes without my kindle. I’m going through the stages of grief.",CUSTOMER: WTF I forgot my kindle and the doctor is running 20 minutes late 😭😭😭,@180889 I'd be going crazy! Do you have the Kindle app on your phone? ^AM,Delivery & Tracking
golden-083,@115821 @AmazonHelp Website says I received package on 10/2...I haven’t received it. Help! What do I do?,,"@180959 I'm sorry it hasn't arrived! Please reach us by phone or chat here: https://t.co/EKXRLsnxJu, so we can look into this. ^JN",Delivery & Tracking
golden-084,"@AmazonHelp Bonjour, juste pour savoir si j'ai ce message dans mon prime ça veut dire que je ne serai plus débité ? https://t.co/sfq4LTojWE",,"@136284 Bonsoir, cela veut dire que nous n'avons pas pu vous débiter. Vous pouvez contacter notre service client via le lien suivant : https://t.co/qzuu0dgDXz afin de régler le souci ^ME",Prime & Subscription
golden-085,"@AmazonHelp Voici : C20025897313 Parceque j'ai beau me plaindre à chaque fois (genre colis ouvert pour rentrer les articles 1 par 1 dans ma BaL), vous m'expediez de + en + par Amz Logistics et ça ne va pas mieux. Je vais bien finir par vous quitter hein…","CUSTOMER: PUTAIN ! @AmazonHelp, si je paye 50€ par an pour la livraison, ce n'est PAS pour que ton service #AmazonLogistics laisse mon colis comme cela !!! Autant le poser sur le trottoir ! Mon Hall est vitré, qui plus est ! C'est une HONTE ! Abandonnez AmLo ou réservez ça aux non #Prime! https://t.co/6ZYyeDImTY | SUPPORT: @147600 Bonsoir, je suis désolé d'apprendre cela. Pouvez-vous nous communiquer le numéro de suivi du colis afin de remonter cela au service concerné ^ME","@147600 Vous m'en voyez navrée, est-ce que l'article est intact ? Avez-vous signalé cet incident à notre service client ? ^ASZ",Delivery & Tracking
golden-086,@120474 what's happening with Moz RAH ticket pre-sale?? Keeps telling me I've exceeded maximum - haven't bought any yet! Shambles,,@121987 Please reach out here so we can check this for you https://t.co/psatRNFAeh  ^KM,Product & Digital Services
golden-087,20日にAmazonから発送メールが来たのにまだ届かないのは遅くない？そんなもの？,,@147315 (2/2)Amazon発送商品の場合、以下リンクよりカスタマーサービスへお問い合わせください https://t.co/J6YEizo6qC  出品者発送商品の場合、出品者に直接お問い合わせください。https://t.co/Gr4Zutk9FJ  HM,Delivery & Tracking
golden-088,"@AmazonHelp have, no success actually this conversation shows how bad and worthless you guys are. Can't access account on Twitter really..thts ur excuse","CUSTOMER: I: ""I m sick of hearing 'wait for 24 hours.""
Supervisor: ""Dont worry sir, wait for next 24 to 48 hours""@115850 @115851 #atrociousamazon | SUPPORT: @159049 Have you submitted your details through the secured link shared earlier by 'CB' ? ^HK | CUSTOMER: @AmazonHelp have and no response from you guys,finally i had to call and your supervisor told me to wait another 48 hrs. u guys are a poor joke | SUPPORT: @159049 If you have shared your details, we must have sent our correspondence on your registered e-mail. Did you check that?^CB | CUSTOMER: @AmazonHelp you know irony is tht i checked, but i cud find only promotional emails #atrociousamazon | SUPPORT: @159049 Hi, we've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^EM | CUSTOMER: @AmazonHelp U guys are not telling me anything different but same thing which has been repeated n times. Useless @115850 @118919 @118702 | SUPPORT: @159049 We can't access your account over Twitter. You can choose to write back to our e-mail. We will revert at the earliest. ^CB","@159049 write us back, we gain access to the connected account. (2/2) ^CB",Account & Security
golden-089,@117093 guys did you have anyone complaining about a food poisoning they got from a meat delivered by you?,,"@170236 no, why what happened?^CD",Item Problem
golden-090,@AmazonHelp Thanks. That worked. How will my Complimentary Amazon Prime membership that comes with Echo get added to my a/c? SOS @115850 @AmazonHelp,CUSTOMER: Trying to order food from @2492 via @121284 .Not bad. https://t.co/WL3Pp7X6b1 | CUSTOMER: @51943 @121284 Can you help me please. How do I change the country in settings? Tried everything but couldn’t find a way. | SUPPORT: @124849 Got to https://t.co/crghASQyRX. Login with your amazon credentials. Click on Settings and set country to India. ^HN,@124849 https://t.co/rS49hgaADF so that we can assist you accordingly. (2/2) ^SU,Prime & Subscription
golden-091,"@115821 just ordered a bunch of stuff, hopefully the delivery is better than last time. Packages left on side walk and driveway.",,"@155490 If you have another bad delivery, you can contact us here: https://t.co/EKXRLsnxJu so we can document your experience. ^AF",Delivery & Tracking
golden-092,@AmazonHelp amazon.de,"CUSTOMER: @115821 do you guys have a simple graph of what's included and not included in amazon prime? Amazon isn't but primevideo is, can you please create a table which explains thing more simply? | SUPPORT: @134343 Hi, Robert! Thank you for contacting us today. Could you share with us which Amazon site your Prime membership is registered with (.com, .de, .co.uk, etc.) and we'll be happy to help in any way we can! ^AZ","@134343 Here you have all benefits listed for Amazon Prime on amazon.de: 

https://t.co/9UFB0KAA7D

We would be delighted to welcome you as a Prime Member. :) ^AM",OTHER / UNCLEAR
golden-093,@AmazonHelp Think it’s an issue w location services but no idea on how to turn on,"CUSTOMER: @116439   Thx for great customer support.  still have the issue but a+ for having a live rep &amp; tech like remote viewing!! | SUPPORT: @189996 Glad to hear you had a positive experience with our support! What issues are you experiencing? We'd like to help, if we can. ^AM | CUSTOMER: @AmazonHelp Watching local channels on DIRECTVnow app | CUSTOMER: @AmazonHelp Works fine on my Apple TV | SUPPORT: @189996 Have you tried uninstalling/reinstalling the app? Please let us know if the issue continues. ^GG | CUSTOMER: @AmazonHelp Yep.  Tried that, deleting cache,  restarting fire stick etc.... | SUPPORT: @189996 Was this the issue you contacted our tech support with? If so, what info/options did we give you? ^GG | CUSTOMER: @AmazonHelp Reinstall,  clear cache etc...  no luck.","@189996 To view &amp; manage the Location settings, go to ""Settings"" &gt; ""Preferences"" &gt; ""Location"" and follow the on-screen instructions. ^EP",Product & Digital Services
golden-094,"@AmazonHelp Livros de História (são os que mais leio e mais preciso): Mary del Priore, Norberto Bobbio, Hannah Arendt, Eric Hobbsbawm...","CUSTOMER: A espera acabou 🙌🏼 R$110 off no Kindle e Kindle Paperwhite 🎉 
Corra antes que acabe! https://t.co/oQraUQvSGb https://t.co/BCbpb01kuz | CUSTOMER: @117804 Ahhhhh tava esperandooooo! Já comprei! 😎 | SUPPORT: @140026 Olá! Conte para nós, você já sabe qual conteúdo vai ler primeiro no seu Kindle?. Ficamos curiosos. ❤️🤔 ^NB | CUSTOMER: @117804 Vai ter promoção de capa para o Kindle paperwhite? | SUPPORT: @140007 Olá, Aline! Assim que tivermos mais informações saiba que serão anunciadas no nosso site e redes sociais. Fique de olho. 👀😉 ^NB | CUSTOMER: @117804 Comprei ;) | CUSTOMER: @AmazonHelp Ok! Espero que tenha...rs. 😊 | SUPPORT: @140415 Nay, ótimo! você vai ficar namorada do Kindle! 😍 ^AG | CUSTOMER: @117804 comprei!! 💌 | SUPPORT: @142343 Sua felicidade vai aumentar com o tempo! O Kindle é uma maravilha 白 ❀! Eu adoro. ❤️ ^JJ | CUSTOMER: @AmazonHelp Ainda indecisaaaa! Tantas opções! ♡ | SUPPORT: @140026 Você tem autores favoritos?.  ❤️😃 ^NB","@140026 Nossa, são muitos autores. Você tem livros favoritos?. 📚💙 ^NB",OTHER / UNCLEAR
